Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Venkatesan, B., Kannan, V., Sophia, M.","57836796500;57281602700;57202451686;","Application potentials of conch shell powder as a bacterial carrier for enhancing the Micro-Mechanical performance of biogenic gypsum plaster",2023,"Construction and Building Materials","399",,"132561","","",,2,"10.1016/j.conbuildmat.2023.132561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165694319&doi=10.1016%2fj.conbuildmat.2023.132561&partnerID=40&md5=4e0c7dd33101e6e954a4a083748ee16b",Article,"Final","",Scopus,2-s2.0-85165694319
"Sophiya, S.S., Gupta, K.A., Yellampalli, S.S.","58693736800;54981326000;9733318800;","Design and Implementation of a Transmitter for IR-UWB Standard",2023,"International Journal of Electrical and Electronics Research","11","4","IJEER 1408-04","909","916",,,"10.37391/ijeer.110405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176590043&doi=10.37391%2fijeer.110405&partnerID=40&md5=1e7a02b4595bd2c5550ab91f1c711861",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85176590043
"Seetha, S., Daniel, E., Durga, S., Jennifer Eunice, R., Andrew, J.","56168659600;55811505000;56589932000;58668289500;57214601875;","PDSCM: Packet Delivery Assured Secure Channel Selection for Multicast Routing in Wireless Mesh Networks",2023,"Technologies","11","5","130","","",,,"10.3390/technologies11050130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175090310&doi=10.3390%2ftechnologies11050130&partnerID=40&md5=92edaebaf6d841c32da9fc081bf1cffc",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85175090310
"Alqahtani, A.S., Mubarakali, A., Saravanan, M., Changalasetty, S.B., Thota, L.S., Parthasarathy, P., Sivakumar, B.","57193874071;57562747200;57214708295;55665651100;26327064200;57201256821;57216770442;","Enhanced machine learning approach with orthogonal frequency division multiplexing to avoid congestion in wireless communication system",2023,"Optical and Quantum Electronics","55","10","913","","",,1,"10.1007/s11082-023-05181-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167458901&doi=10.1007%2fs11082-023-05181-1&partnerID=40&md5=3b911b2f8a5bb2826b85b76ef05c9003",Article,"Final","",Scopus,2-s2.0-85167458901
"Alagarasan, D., Hegde, S.S., Kumar, A., Shanmugavelu, B., Murahari, P., Ganesan, R., Shetty, H.D., Naik, R., Ubaidullah, M., Gupta, M., Pandit, B., Senthilkumar, N., Sehgal, S.S.","57211167393;24587129900;56372610200;55314108200;56454343900;57950654600;57194388660;58121215900;55505602100;57190021967;57193531611;57442738400;36160740400;","Influence of La3+ doping on nebulizer spray pyrolysed In2S3 thin film for enhanced photodetector performance",2023,"Journal of Photochemistry and Photobiology A: Chemistry","444",,"114941","","",,5,"10.1016/j.jphotochem.2023.114941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162142281&doi=10.1016%2fj.jphotochem.2023.114941&partnerID=40&md5=3dadb6b699f1ef7b37613fff685ba6a6",Article,"Final","",Scopus,2-s2.0-85162142281
"Malathi, S., Sisila, V., Singaravel, V., Venkatesan, N., Pakrudheen, I., Dhanaraj, R., Ayyadurai, N., Bhuvarahamurthy, V., Kalkura, S.N.","56068092300;57218556297;56966780600;57993574500;55263595900;58648103300;18036699700;57959008600;6603814653;","Epidermal growth factor receptor targeted doxorubicin and vitexin loaded niosomes for enhanced breast cancer therapy",2023,"Materials Advances","4","21",,"5224","5237",,,"10.1039/d3ma00328k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174172371&doi=10.1039%2fd3ma00328k&partnerID=40&md5=55ebb053f2343d2a7a54653216680f71",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85174172371
"Singh, L., Pillai, R., Balan, R., Holaday, D., Janardhanan, J.P.","55330306800;57215376427;57196740345;58674398500;58674433400;","Biosensing Frontiers: MXenes and Their Composites",2023,"ACS Symposium Series","1442",,,"213","236",,,"10.1021/bk-2023-1442.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175400565&doi=10.1021%2fbk-2023-1442.ch009&partnerID=40&md5=42e6c5741cd3b78bbf2a160ec4fdac12",Book Chapter,"Final","",Scopus,2-s2.0-85175400565
"Rao, A., Bhat, S., De, S., Cyriac, V., S, A.R.","58091392100;57191368546;26428063600;57478374900;58297160300;","Study of [EMIM] [EtSO4] ionic liquid-based gel polymer electrolyte mediated with hydroquinone redox additive for flexible supercapacitors",2023,"Journal of Energy Storage","68",,"107716","","",,1,"10.1016/j.est.2023.107716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160719909&doi=10.1016%2fj.est.2023.107716&partnerID=40&md5=de80bb4021d2c9730a8cd9c649ff927f",Article,"Final","",Scopus,2-s2.0-85160719909
"Mukhopadhyaya, K.","57224620564;","Advances in Solar Energy Harvesting",2023,"AIP Conference Proceedings","2764","1","060027","","",,,"10.1063/5.0144282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176806070&doi=10.1063%2f5.0144282&partnerID=40&md5=31c243989c81d491fd7f24f98bf61e6b",Conference Paper,"Final","",Scopus,2-s2.0-85176806070
"Hombalimath, A., Mangla, N., Balodi, A.","57930503400;36348733900;57170651100;","Designing A Permissioned Blockchain Network for the Insurance Claim Process Using Hyperledger Fabric and Composer",2023,"Informatica (Slovenia)","47","3",,"393","416",,,"10.31449/inf.v47i3.4158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174854926&doi=10.31449%2finf.v47i3.4158&partnerID=40&md5=b7cba5b5854985f9356e90731a91285c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85174854926
"Nagarajan, N., Panchatcharam, P.","58115549800;57223900607;","Biosensor nanoarchitectonics of Cu–Fe-nanoparticles/Zeolite-A/Graphene nanocomposite for enhanced electrooxidation and dopamine detection",2023,"Heliyon","9","9","e19741","","",,,"10.1016/j.heliyon.2023.e19741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170076636&doi=10.1016%2fj.heliyon.2023.e19741&partnerID=40&md5=6375fd4688ab1a18ec0c915febc2ffde",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85170076636
"Bathinapatla, A., Kanchi, S., Chokkareddy, R., Puthalapattu, R.P., Kumar, M.R.","56347385500;36699599700;57190279793;58164637200;58314949500;","Recent trends in the electrochemical sensors on β- and calcium channel blockers for hypertension and angina pectoris: A comprehensive review",2023,"Microchemical Journal","192",,"108930","","",,1,"10.1016/j.microc.2023.108930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162022212&doi=10.1016%2fj.microc.2023.108930&partnerID=40&md5=7428002cf30a7dfc23e018783a099b20",Review,"Final","",Scopus,2-s2.0-85162022212
"Asha, M.N., Babu, G.L.S., Preethi, A.","57222573587;9249016000;57209072002;","Low-Cost Novel Piezoelectric Module for Harvesting Energy from Two-Layer Pavement Systems",2023,"International Journal of Pavement Research and Technology","16","5",,"1285","1296",,,"10.1007/s42947-022-00196-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132343504&doi=10.1007%2fs42947-022-00196-5&partnerID=40&md5=8bbe36faec91f6f927b763e67fe29ca6",Article,"Final","",Scopus,2-s2.0-85132343504
"Kumar, M.S., Harsha, B.K., Jule, L.T.","56043515200;55735072100;57015486400;","AI-driven cybersecurity modeling using quantum computing for mitigation of attacks in IOT-SDN network",2023,"Quantum-Safe Cryptography Algorithms and Approaches: Impacts of Quantum Computing on Cybersecur",,,,"37","47",,1,"10.1515/9783110798159-004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166141746&doi=10.1515%2f9783110798159-004&partnerID=40&md5=2b0488075905803c4fd71567e502ac9d",Book Chapter,"Final","",Scopus,2-s2.0-85166141746
"Vijayanand, S., Viji, C., Vijayalakshmi, S., Vennila, G., Shankar, B.P., Rajkumar, N.","57678072100;56607327700;58653069900;57188666232;57214590431;57027609100;","A Concrete Construction Encryption Mechanism Based Spatio Temporal Analysis for Securing BigData Storage in Cloud",2023,"SSRG International Journal of Electronics and Communication Engineering","10","8",,"68","77",,1,"10.14445/23488549/IJECE-V10I8P107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174566424&doi=10.14445%2f23488549%2fIJECE-V10I8P107&partnerID=40&md5=ca33f7685e4ddf23fb2e0f58fe0ceb7d",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85174566424
"Parthasarathy, P.","57201256821;","Electrochemical Detection of Uropathogenic Escherichia coli Using Polyvinylalcohol/r-Graphene Oxide/Polyethylenimine Modified Nanocomposite Electrode",2023,"Engineered Science","24",,"903","","",,1,"10.30919/es903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166630061&doi=10.30919%2fes903&partnerID=40&md5=5e1f6be9924e2157229cee5166a19226",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85166630061
"Lionus Leo, G.M., Murugapoopathi, S., Thodda, G., Baligidad, S.M., Jayabal, R., Nedunchezhiyan, M., Devarajan, Y.","57200307338;57204110405;57219384276;57201502719;58104159900;57205402752;57192004535;","Optimisation and environmental analysis of waste cashew nut shell oil biodiesel/cerium oxide nanoparticles blends and acetylene fumigation in agricultural diesel engine",2023,"Sustainable Energy Technologies and Assessments","58",,"103375","","",,8,"10.1016/j.seta.2023.103375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165404656&doi=10.1016%2fj.seta.2023.103375&partnerID=40&md5=160039b8fb06cc6a5f3fd5dd45196c6d",Article,"Final","",Scopus,2-s2.0-85165404656
"Sowmya, T., Mary Anita, E.A.","57253521900;44861063700;","A comprehensive review of AI based intrusion detection system",2023,"Measurement: Sensors","28",,"100827","","",,2,"10.1016/j.measen.2023.100827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163471347&doi=10.1016%2fj.measen.2023.100827&partnerID=40&md5=38c5ff8dc0c55fc5ce68b9a51dca1a02",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85163471347
"Mubarakali, A., Gopinath, S., Parthasarathy, P., Arun Kumar, U., Alavudeen Basha, A.","57562747200;36198295200;57201256821;56595189300;58306656700;","Highly efficient and sensitive non-enzymatic glucose biosensor based on flower-shaped CuO-colloid nanoparticles decorated with graphene-modified nanocomposite electrode",2023,"Measurement: Journal of the International Measurement Confederation","217",,"113145","","",,4,"10.1016/j.measurement.2023.113145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161293484&doi=10.1016%2fj.measurement.2023.113145&partnerID=40&md5=8547aaca642e9aa37c722b97f5169434",Article,"Final","",Scopus,2-s2.0-85161293484
"Jacob, P., Kommuru, P., Ruchitha, R., Kuracha, H., Taruni, T.","57796508000;58566252200;58565057600;58565733100;58565733200;","Comparative study of MODIS, LANDSAT-8, SENTINEL-2B, and LISS-4 images for Precision farming using NDVI approach",2023,"E3S Web of Conferences","405",,"01004","","",,,"10.1051/e3sconf/202340501004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170080050&doi=10.1051%2fe3sconf%2f202340501004&partnerID=40&md5=8c7add81573e96b06fa9a367d731b962",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85170080050
"Jayaraman, J., Arunkumar, T., Senthil Kumar, P., Mariadhas, A., Appavu, P., Rangasamy, G.","37070559200;56593341700;24074610000;56461314200;57205599288;57822830800;","Performance analysis on a compression ignition engine fueled with algae, rice bran methyl esters, and their diesel blends at optimized blend proportion, injection timing and load",2023,"Fuel","344",,"128024","","",,2,"10.1016/j.fuel.2023.128024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149709412&doi=10.1016%2fj.fuel.2023.128024&partnerID=40&md5=f0f3d30c23d5d91b3ba9b767b2e2cd31",Article,"Final","",Scopus,2-s2.0-85149709412
"Kallannavar, V., Kattimani, S., Reddy, B.R.P.","57189574785;56075761600;58693801500;","Influence of temperature on the vibration control of the laminated composite sandwich plate with a 3D printed PLA core",2023,"AIP Conference Proceedings","2745","1","030008","","",,,"10.1063/5.0132306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176571053&doi=10.1063%2f5.0132306&partnerID=40&md5=734e7076a8ce4b068f3d616d29cbc5c7",Conference Paper,"Final","",Scopus,2-s2.0-85176571053
"Samuel Prabaharan, J., Sophia, M., Talluri, R., Karthick, A.","57672537900;57202451686;57761085000;56373298900;","Experimental Study on the Synergistic Effect of Expansive and Natural Fibres in Ternary Blended Self Compacting Concrete",2023,"Journal of Mines, Metals and Fuels","71","7",,"970","977",,,"10.18311/jmmf/2023/34781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181933924&doi=10.18311%2fjmmf%2f2023%2f34781&partnerID=40&md5=e3828fded9b9f745bc6b02f0e7a359b8",Article,"Final","",Scopus,2-s2.0-85181933924
"Nair, V.G., Adarsh, R.S., Jayalakshmi, K.P., Dileep, M.V., Guruprasad, K.R.","57201772999;57406871600;57226570307;54683708100;7004340204;","Cooperative Online Workspace Allocation in the Presence of Obstacles for Multi-robot Simultaneous Exploration and Coverage Path Planning Problem",2023,"International Journal of Control, Automation and Systems","21","7",,"2338","2349",,,"10.1007/s12555-022-0182-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165199115&doi=10.1007%2fs12555-022-0182-9&partnerID=40&md5=af5b89c80b76a4ad63cf5c39c7d1ec35",Article,"Final","",Scopus,2-s2.0-85165199115
"Thillainayagam, B.P., Nagalingam, R., Saravanan, P.","57218343881;57792993600;57234481100;","Batch and column studies on removal of methylene blue dye by microalgae biochar",2023,"Biomass Conversion and Biorefinery","13","11",,"10327","10342",,6,"10.1007/s13399-022-03038-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133859217&doi=10.1007%2fs13399-022-03038-3&partnerID=40&md5=db967f90c45279e658bb6d6bd11d60c7",Article,"Final","",Scopus,2-s2.0-85133859217
"Baby, R., Puneeth, V., Narayan, S.S., Khan, M.I., Anwar, M.S., Bafakeeh, O.T., Oreijah, M., Geudri, K.","57909237900;57223045248;57222422194;57203292473;56555998700;57144655200;55977811900;57817185900;","The impact of slip mechanisms on the flow of hybrid nanofluid past a wedge subjected to thermal and solutal stratification",2023,"International Journal of Modern Physics B","37","15","2350145","","",,8,"10.1142/S021797922350145X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143745005&doi=10.1142%2fS021797922350145X&partnerID=40&md5=5e1def799b037f5984d58c1053509287",Article,"Final","",Scopus,2-s2.0-85143745005
"Chandrappa, H., Prabhakar, N., Yadav, A., Doddaiah, M.","58475529700;57208630426;57205147026;58476240300;","Drainage Morphometric Analysis Using the Geo-Spatial Platform",2023,"AIP Conference Proceedings","2766",,"020046","","",,,"10.1063/5.0139480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164125648&doi=10.1063%2f5.0139480&partnerID=40&md5=e3e22b8a46443e149f20d880f7d1d63c",Conference Paper,"Final","",Scopus,2-s2.0-85164125648
"Gautam, A., Sharma, A., Singh, R.S., Gautam, P.","13805580800;57201754568;55613239836;55081277800;","Impact of Post-Processing Technologies in Additive Manufacturing for Aerospace Applications – A Review",2023,"Iranian Journal of Chemistry and Chemical Engineering","42","6",,"1871","1888",,1,"10.30492/ijcce.2022.551274.5266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166281677&doi=10.30492%2fijcce.2022.551274.5266&partnerID=40&md5=76d02b4f1566201ec88f205cc9f17641",Review,"Final","",Scopus,2-s2.0-85166281677
"Tengshe, R., Kumar, N.","57202229839;56461554800;","Design and Analysis of Analog Feedback Communication System with Rayleigh Fading Channel Model",2023,"International Journal of Electrical and Electronics Research","11","2",,"434","441",,,"10.37391/IJEER.110225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163353673&doi=10.37391%2fIJEER.110225&partnerID=40&md5=c7b6e9246d28e44d8b2706511c24fe23",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85163353673
"Vivek, P., Suvitha, A., Kumar, G.S., Rekha, M., Steephen, A., Arunkumar, R., Suvitha, A.","55489394300;57218331018;56149390600;57210397179;57226829140;57210668832;58299107000;","Hypothetical, investigational explorations on potential metal organic single crystal Bis (2, 6-diaminopyridin-1-Ium) hexaaquacobalt (II) disulfatedihydrate",2023,"MRS Communications","13","3",,"451","459",,,"10.1557/s43579-023-00372-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160814846&doi=10.1557%2fs43579-023-00372-z&partnerID=40&md5=f2828e50bf0fc3a18a080337c8c14321",Article,"Final","",Scopus,2-s2.0-85160814846
"Amuthan, N., M, M.B., Velrajkumar, P., Sivakumar, N., Jarin, T.","35736710800;58291207200;36810699400;58707213800;56798640800;","IOT based adjustment mechanism for direct reference model adaptive IMC to support voltage sag in DFIG wind farm",2023,"Measurement: Sensors","27",,"100809","","",,2,"10.1016/j.measen.2023.100809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160296539&doi=10.1016%2fj.measen.2023.100809&partnerID=40&md5=50089012732ea1972b27d81c3752047f",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85160296539
"El-Mansy, M.A.M., Thanmayalaxmi, D., Suvitha, A., Trilaksana, H.","35751222700;57211667677;57218331018;57194555140;","Crystallographic (X-rays), Spectroscopic (FT-IR, FT-Raman, NMR), electronic (NBO, FMOs) and NLO analyses for Zidovudine (ZDV); correlated experimental and theoretical studies",2023,"Optical and Quantum Electronics","55","6","490","","",,1,"10.1007/s11082-023-04728-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153109351&doi=10.1007%2fs11082-023-04728-6&partnerID=40&md5=4e351e92e18455220096e8f2766f6200",Article,"Final","",Scopus,2-s2.0-85153109351
"Baligidad, S.M., T, A., Thodda, G., Elangovan, K.","57201502719;56593341700;57219384276;57222219417;","Fabrication of HAp/rGO nanocomposite coating on PEEK: Tribological performance study",2023,"Surfaces and Interfaces","38",,"102865","","",,6,"10.1016/j.surfin.2023.102865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152143912&doi=10.1016%2fj.surfin.2023.102865&partnerID=40&md5=442c65d4ee174883ecf34301423d956d",Article,"Final","",Scopus,2-s2.0-85152143912
